Seniority,Purchase_Propensity,CompanySize,Contactable,Action
0.3333333333333333,0.7777777777777778,0.45866666666666667,1.0,1
1.0,0.7777777777777778,0.9746666666666667,0.4444444444444444,0.5
1.0,1.0,0.43466666666666665,0.3333333333333333,0
0.7777777777777778,0.4444444444444444,0.33066666666666666,0.6666666666666666,0.5
0.5555555555555556,1.0,0.014,0.2222222222222222,0
0.4444444444444444,0.2222222222222222,0.6093333333333333,0.3333333333333333,0
0.6666666666666666,0.2222222222222222,0.14266666666666666,0.5555555555555556,0
0.7777777777777778,0.7777777777777778,0.4206666666666667,0.0,0
0.0,1.0,0.36733333333333335,0.6666666666666666,0
1.0,0.2222222222222222,0.112,0.5555555555555556,0.5
0.6666666666666666,1.0,0.20533333333333334,0.2222222222222222,0
0.6666666666666666,1.0,0.9266666666666666,0.4444444444444444,0.5
0.8888888888888888,0.1111111111111111,0.756,0.6666666666666666,0.5
0.1111111111111111,0.2222222222222222,0.4886666666666667,0.2222222222222222,0
0.4444444444444444,0.1111111111111111,0.594,0.5555555555555556,0.5
0.7777777777777778,0.3333333333333333,0.18866666666666668,0.2222222222222222,0
1.0,0.6666666666666666,0.007333333333333333,0.2222222222222222,0
0.0,1.0,0.36333333333333334,0.1111111111111111,0
0.3333333333333333,0.6666666666666666,0.966,0.6666666666666666,0
0.6666666666666666,0.0,0.958,0.3333333333333333,0
1.0,0.2222222222222222,0.9946666666666667,0.6666666666666666,0.5
0.1111111111111111,0.5555555555555556,0.866,0.2222222222222222,0
1.0,1.0,0.8613333333333333,0.7777777777777778,1
0.3333333333333333,0.7777777777777778,0.5433333333333333,1.0,1
0.1111111111111111,0.3333333333333333,0.6486666666666666,0.7777777777777778,0
0.0,0.2222222222222222,0.528,0.4444444444444444,0
1.0,0.8888888888888888,0.444,0.5555555555555556,0.5
0.5555555555555556,0.7777777777777778,0.6046666666666667,0.6666666666666666,0.5
0.1111111111111111,0.7777777777777778,0.796,0.3333333333333333,0
0.2222222222222222,0.1111111111111111,0.8046666666666666,0.4444444444444444,0
0.8888888888888888,0.3333333333333333,0.09533333333333334,0.4444444444444444,0.5
1.0,0.6666666666666666,0.30533333333333335,1.0,1
0.6666666666666666,0.1111111111111111,0.57,0.1111111111111111,0
1.0,0.4444444444444444,0.051333333333333335,0.4444444444444444,0.5
0.2222222222222222,0.2222222222222222,0.012666666666666666,0.6666666666666666,0
0.2222222222222222,1.0,0.8253333333333334,0.1111111111111111,0
0.3333333333333333,0.3333333333333333,0.7806666666666666,0.4444444444444444,0
0.1111111111111111,0.4444444444444444,0.07266666666666667,0.4444444444444444,0
0.2222222222222222,0.5555555555555556,0.528,0.1111111111111111,0
0.6666666666666666,0.7777777777777778,0.15133333333333332,0.0,0
0.8888888888888888,1.0,0.35133333333333333,0.1111111111111111,0
0.8888888888888888,0.7777777777777778,0.072,0.0,0
0.2222222222222222,0.7777777777777778,0.38466666666666666,0.7777777777777778,1
0.1111111111111111,0.8888888888888888,0.7593333333333333,0.4444444444444444,0.5
0.7777777777777778,0.7777777777777778,0.5553333333333333,1.0,1
0.4444444444444444,0.3333333333333333,0.216,0.7777777777777778,1
0.7777777777777778,0.0,0.20733333333333334,0.0,0
0.5555555555555556,0.1111111111111111,0.4106666666666667,0.5555555555555556,0.5
0.6666666666666666,0.6666666666666666,0.78,0.5555555555555556,0.5
0.5555555555555556,0.8888888888888888,0.21266666666666667,0.2222222222222222,0
0.7777777777777778,0.1111111111111111,0.26866666666666666,0.1111111111111111,0
1.0,0.5555555555555556,0.24866666666666667,1.0,1
1.0,0.8888888888888888,0.45666666666666667,0.4444444444444444,0.5
0.1111111111111111,0.1111111111111111,0.8886666666666667,0.1111111111111111,0
1.0,0.1111111111111111,0.6913333333333334,0.5555555555555556,0.5
0.2222222222222222,0.8888888888888888,0.124,0.2222222222222222,0
0.1111111111111111,0.3333333333333333,0.978,1.0,0
