Seniority,Purchase_Propensity,CompanySize,Contactable,Action
0.3333333333333333,0.0,0.054,0.5,0
0.5555555555555556,0.5,0.22933333333333333,0.0,0
0.6666666666666666,0.5,0.23466666666666666,0.5,0
0.0,0.5,0.23133333333333334,0.0,0
0.6666666666666666,0.0,0.36533333333333334,0.5,0
0.4444444444444444,0.0,0.02666666666666667,0.5,0
0.7777777777777778,0.5,0.474,0.5,0
0.1111111111111111,0.0,0.6793333333333333,0.0,0
1.0,0.0,0.09133333333333334,0.0,0
0.0,1.0,0.296,0.0,0
0.8888888888888888,0.0,0.09066666666666667,0.5,0
0.4444444444444444,1.0,0.5666666666666667,1.0,1
0.3333333333333333,0.0,0.4573333333333333,0.0,0
0.3333333333333333,0.0,0.812,0.0,0
0.0,0.0,0.04133333333333333,0.0,0
0.7777777777777778,0.5,0.41733333333333333,0.5,0
0.0,0.0,0.496,0.5,0
0.8888888888888888,0.5,0.214,0.5,0
0.0,0.5,0.962,0.5,0
0.1111111111111111,0.5,0.7086666666666667,1.0,0
0.0,0.5,0.288,0.5,0
0.5555555555555556,0.0,0.5486666666666666,1.0,1
0.2222222222222222,0.0,0.43066666666666664,0.0,0
0.0,1.0,0.9793333333333333,1.0,1
0.5555555555555556,0.5,0.7133333333333334,1.0,1
0.0,0.0,0.10266666666666667,0.5,0
0.3333333333333333,0.5,0.15333333333333332,0.5,0
0.0,1.0,0.05333333333333334,1.0,0
0.6666666666666666,0.0,0.436,0.0,0
0.0,0.5,0.9046666666666666,1.0,0
0.3333333333333333,0.0,0.7906666666666666,1.0,0
0.4444444444444444,0.0,0.992,1.0,1
0.2222222222222222,0.5,0.6473333333333333,1.0,0
0.5555555555555556,1.0,0.2786666666666667,0.0,0
0.5555555555555556,1.0,0.3373333333333333,0.0,0
0.2222222222222222,1.0,0.7893333333333333,0.5,0
0.4444444444444444,1.0,0.7146666666666667,0.5,0
0.2222222222222222,1.0,0.9173333333333333,0.5,0
0.5555555555555556,1.0,0.6893333333333334,0.0,0
